DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/TVCG.2016.2598589,WeightLifter: Visual Weight Space Exploration for Multi-Criteria Decision Making,InfoVis,Journal paper,2016,Stephan Pajer;Marc Streit;Thomas Torsney-Weir;Florian Spechtenhauser;Torsten Möller;Harald Piringer,10.1109/TVCG.2015.2468011;10.1109/TVCG.2013.147;10.1109/VAST.2015.7347686;10.1109/VISUAL.1993.398859;10.1109/TVCG.2008.145;10.1109/VAST.2011.6102457;10.1109/TVCG.2011.253;10.1109/TVCG.2014.2346321;10.1109/TVCG.2010.190;10.1109/TVCG.2009.110;10.1109/VAST.2010.5652460;10.1109/TVCG.2013.173;10.1109/TVCG.2011.248;10.1109/TVCG.2009.111,visual analysis;decision make;multi-objective optimization;interactive ranking;rank sensitivity
10.1109/TVCG.2016.2598876,Temporal Summary Images: An Approach to Narrative Visualization via Interactive Annotation Generation and Placement,InfoVis,Journal paper,2016,Chris Bryan;Kwan-Liu Ma;Jonathan Woodring,10.1109/TVCG.2008.166;10.1109/TVCG.2007.70594;10.1109/TVCG.2011.255;10.1109/TVCG.2010.179;10.1109/VAST.2010.5652890;10.1109/TVCG.2012.229;10.1109/TVCG.2012.212;10.1109/TVCG.2011.195;10.1109/VAST.2012.6400487,narrative visualization;storytelling;annotation;comic strip visualization;time varying data
10.1109/TVCG.2016.2598920,VLAT: Development of a Visualization Literacy Assessment Test,InfoVis,Journal paper,2016,Sukwon Lee;Sung-Hee Kim;Bum Chul Kwon,10.1109/TVCG.2014.2346419;10.1109/TVCG.2014.2346481;10.1109/TVCG.2014.2346984;10.1109/VISUAL.1991.175815;10.1109/TVCG.2007.70515;10.1109/TVCG.2015.2467195;10.1109/VAST.2011.6102435;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2013.124;10.1109/TVCG.2015.2467201,visualization literacy;assessment test;instrument;measurement;aptitude;education
10.1109/TVCG.2016.2598444,Visual Analysis of MOOC Forums with iForum,VAST,Journal paper,2016,Siwei Fu;Jian Zhao 0010;Weiwei Cui;Huamin Qu,10.1109/TVCG.2006.147;10.1109/TVCG.2007.70535;10.1109/INFVIS.2003.1249028;10.1109/TVCG.2015.2467555,discussion forum;mooc;temporal visualization;visual analytic
10.1109/TVCG.2017.2745141,Visual Exploration of Semantic Relationships in Neural Word Embeddings,InfoVis,Journal paper,2017,Shusen Liu;Peer-Timo Bremer;Jayaraman J. Thiagarajan;Vivek Srikumar;Bei Wang 0001;Yarden Livnat;Valerio Pascucci,10.1109/TVCG.2011.185;10.1109/VISUAL.1990.146402;10.1109/TVCG.2013.196,natural language processing;word embedding;high dimensional data
10.1109/TVCG.2017.2745181,Bring It to the Pitch: Combining Video and Movement Data to Enhance Team Sport Analysis,VAST,Journal paper,2017,Manuel Stein;Halldór Janetzko;Andreas Lamprecht;Thorsten Breitkreutz;Philipp Zimmermann;Bastian Goldlücke;Tobias Schreck;Gennady L. Andrienko;Michael Grossniklaus;Daniel A. Keim,10.1109/TVCG.2007.70521;10.1109/VISUAL.2003.1250401;10.1109/TVCG.2013.207;10.1109/TVCG.2012.263;10.1109/TVCG.2014.2346445;10.1109/VAST.2014.7042477,visual analytic;sport analytics;immersive analytics
10.1109/VISUAL.1996.567804,History consideration in reconstructing polyhedral surfaces from parallel slices,Vis,Conference paper,1996,Gill Barequet;Daniel Shapiro;Ayellet Tal,,reconstruction;interpolation;triangulation
10.1109/INFVIS.1997.636787,Managing multiple focal levels in Table Lens,InfoVis,Conference paper,1997,Tichomir Tenev;Ramana Rao,,focus & context;fisheye;information visualization;table lens
10.1109/VISUAL.1998.745324,Comparing LIC and spot noise,Vis,Conference paper,1998,Wim C. de Leeuw;Robert van Liere,10.1109/VISUAL.1997.663898;10.1109/VISUAL.1997.663912;10.1109/VISUAL.1995.480817,flow visualization;texture synthesis
10.1109/VISUAL.1999.809903,Spiraling Edge: fast surface reconstruction from partially organized sample points,Vis,Conference paper,1999,Patricia Crossno;Edward Angel,10.1109/VISUAL.1997.663930;10.1109/VISUAL.1998.745286,surface reconstruction;advancing front;triangulation
10.1109/VISUAL.2000.885706,Scanline surfacing: building separating surfaces from planar contours,Vis,Conference paper,2000,David M. Weinstein,10.1109/VISUAL.1997.663887;10.1109/VISUAL.1994.346337,separating surface;planar contours;surface construction;scanline
10.1109/VISUAL.2001.964549,"Case study: reconstruction, visualization and quantification of neuronal fiber pathways",Vis,Conference paper,2001,Zhaohua Ding;John C. Gore;Adam W. Anderson,,neuronal fiber pathway;diffusion tensor image
10.1109/VISUAL.2002.1183773,Level set segmentation from multiple non-uniform volume datasets,Vis,Conference paper,2002,Ken Museth;David E. Breen;Leonid Zhukov;Ross T. Whitaker,,segmentation;visualization;level set models;3d reconstruction
10.1109/VISUAL.2002.1183807,BLIC: Bi-Level Isosurface Compression,Vis,Conference paper,2002,Gabriel Taubin,10.1109/VISUAL.1997.663848;10.1109/VISUAL.2000.885705,3d geometry compression;algorithm;graphics
10.1109/INFVIS.2003.1249012,Improving Hybrid MDS with Pivot-Based Searching,InfoVis,Conference paper,2003,Alistair Morrison;Matthew Chalmers,10.1109/INFVIS.2002.1173150;10.1109/INFVIS.2002.1173159;10.1109/VISUAL.1996.567787;10.1109/INFVIS.2002.1173161,multi-dimensional scaling;mds;spring models;hybrid algorithms;pivots;near-neighbour search;force directed placement
10.1109/INFVIS.2003.1249027,FundExplorer: supporting the diversification of mutual fund portfolios using context treemaps,InfoVis,Conference paper,2003,Christoph Csallner;Marcus Handte;Othmar Lehmann;John T. Stasko,10.1109/INFVIS.2002.1173156;10.1109/VISUAL.1992.235217,information visualization;context;treemap;distortion;query;financial data;stock market;fundexplore
10.1109/VISUAL.2004.5,"Anisotropic volume rendering for extremely dense, thin line data",Vis,Conference paper,2004,Gregory L. Schussman;Kwan-Liu Ma,,anisotropic lighting;line data;scientific visualization;vector field;volume rendering
10.1109/VISUAL.2004.70,"Methods for efficient, high quality volume resampling in the frequency domain",Vis,Conference paper,2004,Aili Li;Klaus Mueller;Thomas Ernst 0001,10.1109/VISUAL.1994.346331,resampling;filtering;fourier transform
10.1109/VISUAL.2005.1532852,Particle and texture based spatiotemporal visualization of time-dependent vector fields,Vis,Conference paper,2005,Daniel Weiskopf;Frederik Schramm;Gordon Erlebacher;Thomas Ertl,10.1109/VISUAL.2003.1250377;10.1109/VISUAL.2003.1250363;10.1109/VISUAL.2003.1250361;10.1109/VISUAL.2000.885689;10.1109/VISUAL.2003.1250402;10.1109/VISUAL.2003.1250364,unsteady flow visualization;visualization framework;lic;texture advection;particle systems;gpu methods
10.1109/VISUAL.2005.1532855,Illustrative display of hidden iso-surface structures,Vis,Conference paper,2005,Jan Fischer;Dirk Bartz;Wolfgang Straßer,10.1109/VISUAL.2002.1183777;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2003.1250387;10.1109/VISUAL.2000.885723;10.1109/VISUAL.2004.48,illustrative rendering;non-photorealistic rendering;transparency;indirect volume rendering;hatching;shading language
10.1109/TVCG.2008.108,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,Vis,Journal paper,2008,Chris Weigle;David C. Banks,10.1109/TVCG.2006.197;10.1109/VISUAL.2003.1250395,user studies;volume completion;3d shape perception;physically-based illumination;global illumination;local illumination;multi-scale visualization;flow visualization;stream tubes;dt-mri;white matter tractography
10.1109/TVCG.2009.130,Constructing Overview + Detail Dendrogram-Matrix Views,InfoVis,Journal paper,2009,Jin Chen;Alan M. MacEachren;Donna Peuquet,10.1109/TVCG.2006.161;10.1109/TVCG.2007.70535;10.1109/INFVIS.2004.46,dendrogram;reorderable matrix;compound graph;data abstraction quality metrics;hierarchical clustering
10.1109/TVCG.2009.196,Visual Analysis of Inter-Process Communication for Large-Scale Parallel Computing,InfoVis,Journal paper,2009,Chris Muelder;François Gygi;Kwan-Liu Ma,10.1109/INFVIS.2005.1532138;10.1109/INFVIS.2002.1173155;10.1109/INFVIS.2004.25,information visualization;mpi profiling;scalability
10.1109/VAST.2009.5333911,SpRay: A visual analytics approach for gene expression data,VAST,Conference paper,2009,Janko Dietzsch;Julian Heinrich;Kay Nieselt;Dirk Bartz,10.1109/VISUAL.2005.1532828;10.1109/INFVIS.2004.68;10.1109/VISUAL.2004.82;10.1109/TVCG.2006.138;10.1109/TVCG.2006.170;10.1109/INFVIS.2005.1532138,visual analytic;bioinformatics;gene expression experiments;microarray data;large-scale microarray
10.1109/TVCG.2010.169,Interactive Separating Streak Surfaces,Vis,Journal paper,2010,Florian Ferstl;Kai Bürger;Holger Theisel;Rüdiger Westermann,10.1109/TVCG.2009.190;10.1109/TVCG.2007.70557;10.1109/VISUAL.1992.235211;10.1109/TVCG.2008.133;10.1109/VISUAL.2001.964506;10.1109/TVCG.2007.70554;10.1109/VISUAL.1993.398875;10.1109/TVCG.2009.177;10.1109/TVCG.2009.154;10.1109/TVCG.2006.151;10.1109/TVCG.2007.70551;10.1109/TVCG.2008.163;10.1109/VISUAL.2005.1532780,unsteady flow visualization;feature extraction;streak surface generation;gpu
10.1109/TVCG.2012.216,Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,SciVis,Journal paper,2012,Jian Chen 0006;Haipeng Cai;Alexander P. Auchus;David H. Laidlaw,10.1109/TVCG.2009.126;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2003.1250414;10.1109/TVCG.2009.111;10.1109/TVCG.2009.138;10.1109/TVCG.2006.183,display characteristics;diffusion tensor mri;virtual environment
10.1109/TVCG.2012.254,Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,VAST,Journal paper,2012,Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;M. Eduard Gröller,10.1109/INFVIS.2005.1532139;10.1109/VISUAL.2005.1532819;10.1109/INFVIS.2002.1173156;10.1109/INFVIS.2003.1249016;10.1109/INFVIS.2002.1173157,large categorical data;contingency table analysis;information interfaces and representation;visual analytic
10.1109/TVCG.2014.2346434,Conforming Morse-Smale Complexes,SciVis,Journal paper,2014,Attila Gyulassy;David Günther;Joshua A. Levine;Julien Tierny;Valerio Pascucci,10.1109/TVCG.2011.249;10.1109/TVCG.2008.110;10.1109/TVCG.2007.70603;10.1109/TVCG.2006.186;10.1109/TVCG.2012.228;10.1109/TVCG.2012.209;10.1109/VISUAL.2005.1532839,computational topology;morse-smale complex;data analysis
10.1109/TVCG.2014.2346591,Interactive Visual Analysis of Image-Centric Cohort Study Data,VAST,Journal paper,2014,Paul Klemm;Steffen Oeltze-Jafra;Kai Lawonn;Katrin Hegenscheid;Henry Völzke;Bernhard Preim,10.1109/TVCG.2013.160;10.1109/TVCG.2011.185;10.1109/VISUAL.2000.885739;10.1109/TVCG.2011.217;10.1109/TVCG.2007.70569,interactive visual analysis;epidemiology;spine
10.1109/TVCG.2015.2467691,AmbiguityVis: Visualization of Ambiguity in Graph Layouts,InfoVis,Journal paper,2015,Yong Wang 0021;Qiaomu Shen;Daniel Archambault;Zhiguang Zhou;Min Zhu;Sixiao Yang;Huamin Qu,10.1109/TVCG.2006.120;10.1109/TVCG.2006.147;10.1109/TVCG.2012.245;10.1109/VAST.2009.5332628;10.1109/TVCG.2008.155;10.1109/TVCG.2012.189,visual ambiguity;visualization;node-link diagram;graph layout;graph visualization
10.1109/TVCG.2015.2467203,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,SciVis,Journal paper,2015,Steffen Oeltze-Jafra;Juan R. Cebral;Gábor Janiga;Bernhard Preim,10.1109/TVCG.2009.138;10.1109/TVCG.2012.202;10.1109/TVCG.2014.2346406;10.1109/TVCG.2006.201;10.1109/VISUAL.2002.1183789;10.1109/TVCG.2013.189;10.1109/VISUAL.2004.59;10.1109/TVCG.2006.199;10.1109/VISUAL.2005.1532830;10.1109/VISUAL.2005.1532859,blood flow;aneurysm;cluster;vortex dynamics;embedded vortices
10.1109/TVCG.2016.2598609,Iterating between Tools to Create and Edit Visualizations,InfoVis,Journal paper,2016,Alex Bigelow;Steven Mark Drucker;Danyel Fisher;Miriah D. Meyer,10.1109/TVCG.2014.2346292;10.1109/TVCG.2015.2467191;10.1109/TVCG.2014.2346291;10.1109/TVCG.2015.2467091;10.1109/INFVIS.2004.12;10.1109/TVCG.2011.209;10.1109/TVCG.2007.70584;10.1109/TVCG.2011.185,illustration;visualization;iteration
10.1109/TVCG.2016.2599058,HindSight: Encouraging Exploration through Direct Encoding of Personal Interaction History,InfoVis,Journal paper,2016,Mi Feng;Cheng Deng;Evan M. Peck;Lane Harrison,10.1109/VISUAL.2002.1183791;10.1109/VISUAL.2005.1532788;10.1109/TVCG.2014.2346452;10.1109/TVCG.2008.137;10.1109/TVCG.2014.2346424;10.1109/TVCG.2007.70589;10.1109/TVCG.2008.109,history;visualization;interaction
10.1109/TVCG.2017.2744184,"Scatterplots: Tasks, Data, and Designs",InfoVis,Journal paper,2017,Alper Sarikaya;Michael Gleicher,10.1109/TVCG.2015.2467618;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2008.119;10.1109/TVCG.2011.229;10.1109/TVCG.2011.185;10.1109/TVCG.2013.124;10.1109/VAST.2012.6400486;10.1109/VAST.2010.5652460;10.1109/TVCG.2014.2346594;10.1109/TVCG.2009.122;10.1109/TVCG.2006.161;10.1109/TVCG.2007.70535;10.1109/INFVIS.2002.1173156;10.1109/TVCG.2013.187;10.1109/TVCG.2013.183;10.1109/TVCG.2014.2346983;10.1109/TVCG.2006.163;10.1109/VAST.2016.7883507;10.1109/TVCG.2011.223;10.1109/TVCG.2015.2467615;10.1109/VAST.2009.5333895;10.1109/TVCG.2013.182;10.1109/TVCG.2013.130;10.1109/TVCG.2016.2598839;10.1109/TVCG.2013.120;10.1109/TVCG.2013.153;10.1109/TVCG.2011.167;10.1109/TVCG.2007.70596;10.1109/TVCG.2010.197;10.1109/INFVIS.2005.1532142;10.1109/TVCG.2013.150;10.1109/TVCG.2010.174,scatter plot;task taxonomies;study of designs
10.1109/TVCG.2017.2744079,A Virtual Reality Visualization Tool for Neuron Tracing,SciVis,Journal paper,2017,William Usher;Pavol Klacansky;Frederick Federer;Peer-Timo Bremer;Aaron Knoll;Jeff Yarch;Alessandra Angelucci;Valerio Pascucci,10.1109/TVCG.2009.204;10.1109/TVCG.2012.213,virtual reality;interaction design;design studies
10.1109/VISUAL.1997.663889,GADGET: goal-oriented application design guidance for modular visualization environments,Vis,Conference paper,1997,Issei Fujishiro;Yuriko Takeshima;Yoshihiko Ichikawa;Kyoko Nakamura,10.1109/VISUAL.1990.146375;10.1109/VISUAL.1993.398857;10.1109/INFVIS.1996.559210,visualization system;modular visualization environments;dataflow paradigm;visineers' heuristics and expertise;taxonomy of visualization techniques;knowledge base;object-oriented design
10.1109/VISUAL.2000.885701,Uniform frequency images: adding geometry to images to produce space-efficient textures,Vis,Conference paper,2000,Adam Hunter;Jonathan D. Cohen 0001,,texture mapping;fourier analysis;sampling;parameterization;visualization
10.1109/VISUAL.2000.885745,Multi-resolution visualization techniques for nested weather models,Vis,Conference paper,2000,Lloyd Treinish,10.1109/VISUAL.1999.809918;10.1109/VISUAL.1990.146359;10.1109/VISUAL.1995.480821;10.1109/VISUAL.1999.809897,flow visualization;multi resolution;visual design;meteorology;weather forecast
10.1109/INFVIS.2003.1249023,Coordinated graph and scatter-plot views for the visual exploration of microarray time-series data,InfoVis,Conference paper,2003,Paul Craig;Jessie Kennedy,10.1109/INFVIS.2002.1173157,bioinformatics;microarrays;information visualization;time-series;multiple views
10.1109/VISUAL.2004.29,Efficient point-based isosurface exploration using the span-triangle,Vis,Conference paper,2004,Bartosz von Rymon-Lipinski;Nils Hanssen;Thomas Jansen 0005;Lutz Ritter;Erwin Keeve,10.1109/VISUAL.1991.175780;10.1109/VISUAL.2001.964489;10.1109/VISUAL.1996.568121;10.1109/VISUAL.1995.480806,point-based visualization;iso-surface;hardware acceleration;large data set visualization;visualization in medicine
10.1109/VISUAL.2004.87,Radial hermite operators for scattered point cloud data with normal vectors and applications to implicitizing polygon mesh surfaces for generalized CSG operations and smoothing,Vis,Conference paper,2004,Gregory M. Nielson,10.1109/VISUAL.2002.1183766;10.1109/VISUAL.2003.1250358;10.1109/VISUAL.2004.28;10.1109/VISUAL.2002.1183782;10.1109/VISUAL.1996.567602;10.1109/VISUAL.2002.1183808;10.1109/VISUAL.2003.1250398;10.1109/VISUAL.2003.1250359,surface reconstruction;point cloud;iso-surface;polygon mesh
10.1109/INFVIS.2005.1532143,Visualizing coordination in situ,InfoVis,Conference paper,2005,Chris Weaver,10.1109/INFVIS.2002.1173141;10.1109/INFVIS.2004.12;10.1109/INFVIS.2004.64;10.1109/INFVIS.1996.559213;10.1109/INFVIS.1997.636792;10.1109/INFVIS.2002.1173142;10.1109/INFVIS.2000.885092;10.1109/INFVIS.2002.1173163,coordination;exploratory visualization;linked views;software visualization;meta-visualization
10.1109/VISUAL.2005.1532811,VolQD: direct volume rendering of multi-million atom quantum dot simulations,Vis,Conference paper,2005,Wei Qiao;David S. Ebert;Alireza Entezari;Marek Korkusinski;Gerhard Klimeck,10.1109/VISUAL.2003.1250414;10.1109/VISUAL.2004.85;10.1109/VISUAL.2004.95;10.1109/VISUAL.2004.65;10.1109/VISUAL.2000.885683;10.1109/VISUAL.2001.964498,volume visualization;volume rendering;programmable graphics hardware;face-centered cubic lattice;reconstruction filter;quantum dots;atomistic simulation
10.1109/VISUAL.2005.1532812,High dynamic range volume visualization,Vis,Conference paper,2005,Xiaoru Yuan;Minh X. Nguyen;Baoquan Chen;David H. Porter,10.1109/INFVIS.1997.636718;10.1109/VISUAL.1999.809908,volume rendering;high dynamic range;focus & context technique;user interface;transfer function design;non-linear magnification
10.1109/VISUAL.2005.1532837,Eyegaze analysis of displays with combined 2D and 3D views,Vis,Conference paper,2005,Melanie Tory;M. Stella Atkins;Arthur E. Kirkpatrick;Marios Nicolaou;Guang-Zhong Yang,10.1109/VISUAL.2003.1250396;10.1109/VISUAL.1997.663914,visualization;2d/3d combination display;user studies;experiment;eyegaze analysis
10.1109/VAST.2006.261427,Avian Flu Case Study with nSpace and GeoTime,VAST,Conference paper,2006,Pascale Proulx;Sumeet Tandon;Adam Bodnar;David Schroh;Robert Harper 0002;William Wright,10.1109/INFVIS.2004.27,visual analytic;information visualization;human information interaction;sense making;geo-spatial information systems;temporal analysis;user centered design
10.1109/TVCG.2006.114,A Trajectory-Preserving Synchronization Method for Collaborative Visualization,Vis,Journal paper,2006,Lewis W. F. Li;Frederick W. B. Li;Rynson W. H. Lau,10.1109/VISUAL.1997.663890;10.1109/VISUAL.1997.663896,collaborative visualization;network latency;motion synchronization;distributed synchronization
10.1109/TVCG.2006.141,Extensions of the Zwart-Powell Box Spline for Volumetric Data Reconstruction on the Cartesian Lattice,Vis,Journal paper,2006,Alireza Entezari;Torsten Möller,10.1109/VISUAL.1994.346331;10.1109/VISUAL.1993.398851;10.1109/VISUAL.2005.1532811;10.1109/VISUAL.2004.65;10.1109/VISUAL.1997.663848,volumetric data interpolation;reconstruction;box spline
10.1109/TVCG.2006.175,Scalable Data Servers for Large Multivariate Volume Visualization,Vis,Journal paper,2006,Markus Glatter;Jian Huang 0007;Jinzhu Gao;Colin Mollenhour,10.1109/VISUAL.2005.1532792;10.1109/VISUAL.2005.1532794;10.1109/VISUAL.1999.809910;10.1109/VISUAL.1996.568121;10.1109/VISUAL.2003.1250412;10.1109/VISUAL.2001.964519;10.1109/VISUAL.1998.745311;10.1109/VISUAL.2000.885698,parallel and distributed volume visualization;large data set visualization;multi-variate visualization;volume visualization
10.1109/VAST.2007.4389003,Analyzing Large-Scale News Video Databases to Support Knowledge Visualization and Intuitive Retrieval,VAST,Conference paper,2007,Hangzai Luo;Jianping Fan 0001;Jing Yang 0001;William Ribarsky;Shin'ichi Satoh,10.1109/INFVIS.1998.729570;10.1109/TVCG.2006.179;10.1109/INFVIS.1995.528686;10.1109/INFVIS.2000.885098;10.1109/VAST.2006.261433,semantic video classification;knowledge discovery;knowledge visualization
