DOI,Title,Conference,PaperType,Year,Authors,AuthorAffiliation,InternalReferences,Keywords
10.1109/VISUAL.2000.885734,Interactive visualization of particle-in-cell simulations,Vis,C,2000,Patric Ljung;Mark Dieckmann;Niclas Andersson;Anders Ynnerman,"Dept. of Sci. & Technol., Linkopings Univ., Sweden",,scientific visualization;interaction animation;volume rendering;texture maps;data streaming;plasma physics
10.1109/VISUAL.2001.964497,Undersampling and oversampling in sample based shape modeling,Vis,C,2001,Tamal K. Dey;Joachim Giesen;Samrat Goswami;James Hudson;Rephael Wenger;Wulue Zhao,"Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA",10.1109/VISUAL.1997.663909;10.1109/VISUAL.2000.885718,computational geometry;surface reconstruction;geometric modeling;mesh generation;polygonal mesh reduction;polygonal modeling;shape recognition
10.1109/VISUAL.2004.91,Rendering planar cuts through quadratic and cubic finite elements,Vis,C,2004,Michael Brasher;Robert Haimes,"Aerosp. Computational Design Lab., MIT, MA, USA;Aerosp. Computational Design Lab., MIT, MA, USA",,higher order elements;programmable shaders;cut-planes
10.1109/INFVIS.2005.1532127,PRISAD: a partitioned rendering infrastructure for scalable accordion drawing,InfoVis,C,2005,James Slack;Kristian Hildebrand;Tamara Munzner,"British Columbia Univ., Vancouver, BC, Canada",10.1109/INFVIS.2002.1173156;10.1109/INFVIS.2004.64,focus+context;information visualization;real time rendering;progressive rendering
10.1109/INFVIS.2005.1532146,An optimization-based approach to dynamic visual context management,InfoVis,C,2005,Zhen Wen;Michelle X. Zhou;Vikram Aggarwal,"IBM T. J. Watson Res. Center, Hawthorne, NY, USA;IBM T. J. Watson Res. Center, Hawthorne, NY, USA;IBM T. J. Watson Res. Center, Hawthorne, NY, USA",10.1109/INFVIS.2000.885091;10.1109/INFVIS.2000.885093;10.1109/INFVIS.1997.636718,intelligent multimodal interfaces;visual context management;automated generation of visualization;visual momentum
10.1109/TVCG.2006.155,Interactive Visualization of Intercluster Galaxy Structures in the Horologium-Reticulum Supercluster,Vis,J,2006,Jameson Miller;Cory Quammen;Matthew Fleenor,,10.1109/VISUAL.1992.235181;10.1109/VISUAL.2002.1183824;10.1109/VISUAL.2003.1250404,sparse point visualization;astronomy;cosmology
10.1109/TVCG.2006.195,Visualization and Analysis of Large Data Collections: a Case Study Applied to Confocal Microscopy Data,Vis,J,2006,Wim C. de Leeuw;Pernette J. Verschure;Robert van Liere,Swammerdam Institute for Life Sciences (SILS);Swammerdam Institute for Life Sciences (SILS);Center for Mathematics and Computer Science (CWI),10.1109/VISUAL.1998.745319;10.1109/VISUAL.1990.146378;10.1109/VISUAL.2000.885735;10.1109/VISUAL.2000.885678;10.1109/VISUAL.2005.1532788;10.1109/VISUAL.1996.568136,biomedical visualization;features in volume data sets;large data set visualization
10.1109/TVCG.2008.122,Edge Groups: An Approach to Understanding the Mesh Quality of Marching Methods,Vis,J,2008,Carlos A. Dietrich;Carlos Scheidegger;João Luiz Dihl Comba;Luciana Porcher Nedel;Cláudio T. Silva,Universidade Federal do Rio Grande do Sul;University of Utah;Universidade Federal do Rio Grande do Sul;Universidade Federal do Rio Grande do Sul;University of Utah,10.1109/TVCG.2006.168;10.1109/VISUAL.2000.885704;10.1109/VISUAL.1994.346308;10.1109/VISUAL.2004.28;10.1109/VISUAL.2003.1250355;10.1109/TVCG.2006.149;10.1109/VISUAL.2002.1183808;10.1109/TVCG.2007.70604,isosurface extraction;marching cubes
10.1109/TVCG.2009.160,Isosurface Extraction and View-Dependent filtering from Time-Varying fields Using Persistent Time-Octree (PTOT),Vis,J,2009,Cong Wang;Yi-Jen Chiang,Polytechnic Institute of New York University;Polytechnic Institute of New York University,10.1109/VISUAL.2003.1250375;10.1109/VISUAL.1998.745299;10.1109/VISUAL.1997.663895;10.1109/VISUAL.1998.745300;10.1109/VISUAL.2003.1250373,isosurface extraction;time-varying fields;persistent data structure;view-dependent filtering;out-of-core methods
10.1109/TVCG.2010.160,Gradient Estimation Revitalized,Vis,J,2010,Usman R. Alim;Torsten Möller;Laurent Condat,"Simon Fraser University,Burnaby, BC, Canada;Simon Fraser University, Burnaby, BC, Canada;GREYC, A joint CNRS-UCBN-ENSICAEN Research Unit, Cedex,France",10.1109/VISUAL.2001.964498;10.1109/VISUAL.1994.346331;10.1109/VISUAL.1997.663848;10.1109/VISUAL.2004.65,derivative;gradient;reconstruction;sampling;lattice;interpolation;approximation;frequency error kernel
10.1109/TVCG.2010.187,Pre-Integrated Volume Rendering with Non-Linear Gradient Interpolation,Vis,J,2010,Amel Guetat;Alexandre Ancel;Stéphane Marchesin;Jean-Michel Dischler,University of Strasbourg;University of Strasbourg;UC Davis;University of Strasbourg,10.1109/VISUAL.2000.885683;10.1109/VISUAL.2000.885694;10.1109/VISUAL.1990.146391;10.1109/TVCG.2009.149,ray casting;pre-integration;phong shading;volume rendering
10.1109/TVCG.2010.189,Projector Placement Planning for High Quality Visualizations on Real-World Colored Objects,Vis,J,2010,Alvin J. Law;Daniel G. Aliaga;Aditi Majumder,,10.1109/TVCG.2009.124;10.1109/VISUAL.2002.1183793;10.1109/TVCG.2006.121;10.1109/TVCG.2007.70586;10.1109/VISUAL.2000.885684,large and high-resolution displays;interaction design;mobile and ubiquitous visualization
10.1109/TVCG.2011.217,"Interactive, Graph-based Visual Analysis of High-dimensional, Multi-parameter Fluorescence Microscopy Data in Toponomics",Vis,J,2011,Steffen Oeltze-Jafra;Wolfgang Freiler;Reyk Hillert;Helmut Doleisch;Bernhard Preim;Walter Schubert,"Universit&#x0E4;t Magdeburg;SimVis GmbH, Vienna;University of Magdeburg;SimVis GmbH, Vienna;University of Magdeburg;University of Magdeburg",10.1109/VAST.2009.5333911;10.1109/TVCG.2006.195;10.1109/TVCG.2006.147;10.1109/TVCG.2007.70569;10.1109/TVCG.2009.167,visual analytics;fluorescence microscopy;toponomics;protein interaction;graph visualization
10.1109/TVCG.2011.252,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,Vis,J,2011,Patrick J. Moran;David Ellsworth,"NASA Ames Research Center;Computer Sciences Corporation, NASA Ames Research Center",10.1109/VISUAL.1991.175782;10.1109/TVCG.2009.149;10.1109/VISUAL.2002.1183820,adaptive mesh refinement;amr;enzo;interpolation;ray casting;isosurfaces;dual meshes;stitching cells
10.1109/TVCG.2012.288,Visualizing Student Histories Using Clustering and Composition,InfoVis,J,2012,David Trimm;Penny Rheingans;Marie desJardins,"The University of Maryland, Baltimore County;The University of Maryland, Baltimore County;The University of Maryland, Baltimore County",10.1109/INFVIS.2005.1532140;10.1109/TVCG.2007.70623;10.1109/TVCG.2009.131,clustering;aggregate visualization;student performance analysis;visualization composition
10.1109/TVCG.2013.161,GRACE: A Visual Comparison Framework for Integrated Spatial and Non-Spatial Geriatric Data,SciVis,J,2013,Adrian Maries;Nathan Mays;MeganOlson Hunt;Kim F. Wong;William J. Layton;Robert Boudreau;Caterina Rosano;G. Elisabeta Marai,University of Pittsburgh;Wheeling Jesuit University;University of Pittsburgh;University of Pittsburgh;University of Pittsburgh;University of Pittsburgh;University of Pittsburgh;University of Pittsburgh,10.1109/TVCG.2009.141;10.1109/VISUAL.2000.885739;10.1109/VAST.2006.261438;10.1109/TVCG.2009.111;10.1109/TVCG.2010.137;10.1109/TVCG.2009.114;10.1109/VISUAL.1991.175815;10.1109/TVCG.2010.162,design studies;methodology design;task and requirements analysis;integrating spatial and non-spatial data visualization;visual comparison;high-dimensional data;applications of visualization
10.1109/TVCG.2013.219,Vis4Heritage: Visual Analytics Approach on Grotto Wall Painting Degradations,VAST,J,2013,Jiawan Zhang;Kai Kang;Dajian Liu;Ye Yuan;E. Yanli,"School of Computer Software and Information Technology Research Center for Cultural Heritage Conservation and Promotion, Tianjin University;School of Computer Software, Tianjin University;School of Computer Software, Tianjin University;School of Computer Software, Tianjin University;School of Computer Software, Tianjin University",10.1109/TVCG.2011.239;10.1109/INFVIS.2004.1;10.1109/TVCG.2008.173;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2006.147;10.1109/TVCG.2012.244;10.1109/VAST.2007.4389013;10.1109/TVCG.2008.153;10.1109/INFVIS.2000.885098,cultural heritage;wall paintings;degradation;visual analytics
10.1109/TVCG.2014.2346311,MovExp: A Versatile Visualization Tool for Human-Computer Interaction Studies with 3D Performance and Biomechanical Data,InfoVis,J,2014,Gregorio Palmas;Myroslav Bachynskyi;Antti Oulasvirta;Hans-Peter Seidel;Tino Weinkauf,Max Planck Institute for Informatics;Max Planck Institute for Informatics;Max Planck Institute for Informatics;Max Planck Institute for Informatics;Max Planck Institute for Informatics,10.1109/TVCG.2009.152;10.1109/TVCG.2012.213;10.1109/TVCG.2012.204;10.1109/INFVIS.2000.885086;10.1109/VISUAL.1994.346302;10.1109/INFVIS.2004.12,information visualization;design study;human-computer interaction
10.1109/TVCG.2014.2346423,Trajectory-Based Flow Feature Tracking in Joint Particle/Volume Datasets,SciVis,J,2014,Franz Sauer;Hongfeng Yu;Kwan-Liu Ma,"University of California, Davis;University of Nebraska, Lincoln;University of California, Davis",10.1109/VISUAL.1997.663930;10.1109/VISUAL.1996.567807;10.1109/TVCG.2007.70599;10.1109/VISUAL.2003.1250374;10.1109/VISUAL.1990.146391;10.1109/VISUAL.1998.745288,feature extraction and tracking;particle data;volume data;particle trajectories;flow visualization
10.1109/VAST.2014.7042482,An Insight- and Task-based Methodology for Evaluating Spatiotemporal Visual Analytics,VAST,C,2014,Steven R. Gomez;Hua Guo;Caroline Ziemkiewicz;David H. Laidlaw,"Brown University;Brown University;Aptima, Inc;Brown University",10.1109/TVCG.2012.233;10.1109/TVCG.2007.70617;10.1109/TVCG.2013.124;10.1109/TVCG.2010.154;10.1109/TVCG.2013.126;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2009.128;10.1109/TVCG.2011.185;10.1109/TVCG.2010.163;10.1109/TVCG.2013.120,evaluation methodology;insight-based evaluation;visual analytics;network visualization;information visualization
10.1109/TVCG.2015.2467323,Automatic Selection of Partitioning Variables for Small Multiple Displays,InfoVis,J,2015,Anushka Anand;Justin Talbot,Tableau Research;Tableau Research,10.1109/VAST.2010.5652433;10.1109/INFVIS.1998.729559;10.1109/TVCG.2011.229;10.1109/TVCG.2006.161;10.1109/TVCG.2010.184;10.1109/TVCG.2009.153;10.1109/INFVIS.2003.1249006;10.1109/TVCG.2007.70594;10.1109/VAST.2006.261423;10.1109/INFVIS.2000.885086;10.1109/VAST.2009.5332628;10.1109/TVCG.2010.161;10.1109/INFVIS.2005.1532142,small multiple displays;visualization selection;multidimensional data
10.1109/TVCG.2015.2467992,A Simple Approach for Boundary Improvement of Euler Diagrams,InfoVis,J,2015,Paolo Simonetto;Daniel Archambault;Carlos Scheidegger,University of Arizona;University of Arizona;University of Arizona,10.1109/TVCG.2011.186;10.1109/TVCG.2013.184;10.1109/TVCG.2009.122;10.1109/TVCG.2014.2346248;10.1109/TVCG.2010.210,euler diagrams;boundary improvement;force-directed approaches
10.1109/TVCG.2015.2469125,Spatial Reasoning and Data Displays,InfoVis,J,2015,Susan VanderPlas;Heike Hofmann,"Post Doc in the Department of Statistics, Iowa State University;Member of the faculty in the Human Computer Interaction program, Statistics at Iowa State University",10.1109/TVCG.2012.230;10.1109/TVCG.2014.2346320;10.1109/TVCG.2010.161,data visualization;perception;statistical graphics;statistical computing
10.1109/TVCG.2015.2467331,JiTTree: A Just-in-Time Compiled Sparse GPU Volume Data Structure,SciVis,J,2015,Matthias Labschutz;Stefan Bruckner;M. Eduard Gröller;Markus Hadwiger;Peter Rautek,KAUST;University of Bergen;TU Wien and VrVis Research Center;KAUST;KAUST,10.1109/TVCG.2012.240,data transformation and representation;gpus and multi-core architectures;volume rendering
10.1109/TVCG.2015.2467434,AnimoAminoMiner: Exploration of Protein Tunnels and their Properties in Molecular Dynamics,SciVis,J,2015,Jan Byska;Mathieu Le Muzic;M. Eduard Gröller;Ivan Viola;Barbora Kozlíková,"Masaryk University, Czech Republic;TU Wien, Austria;TU Wien, Austria;TU Wien, Austria;Masaryk University, Czech Republic",10.1109/VISUAL.2002.1183754;10.1109/TVCG.2009.136;10.1109/TVCG.2011.259;10.1109/VISUAL.2001.964540,protein;tunnel;molecular dynamics;aggregation;interaction
10.1109/TVCG.2015.2467200,Rotation Invariant Vortices for Flow Visualization,SciVis,J,2015,Tobias Günther;Maik Schulze;Holger Theisel,"Visual Computing Group, University of Magdeburg;MAXON Computer;Visual Computing Group, University of Magdeburg",10.1109/TVCG.2014.2346415;10.1109/VISUAL.2002.1183789;10.1109/TVCG.2014.2346412;10.1109/TVCG.2011.249;10.1109/TVCG.2013.189;10.1109/VISUAL.1999.809917;10.1109/VISUAL.1999.809896;10.1109/VISUAL.1998.745296;10.1109/VISUAL.2005.1532851;10.1109/TVCG.2007.70545;10.1109/TVCG.2010.198,vortex cores;rotation invariance;galilean invariance;scientific visualization;flow visualization;line fields
10.1109/TVCG.2015.2467620,Interactive Visual Profiling of Musicians,VAST,J,2015,Stefan Jänicke;Josef Focht;Gerik Scheuermann,"Image and Signal Processing Group, Germany;Museum of Musical Instruments, Germany;Image and Signal Processing Group, Germany",10.1109/VAST.2011.6102454;10.1109/TVCG.2010.159;10.1109/TVCG.2014.2346431;10.1109/TVCG.2007.70617;10.1109/VAST.2009.5333443;10.1109/TVCG.2014.2346433;10.1109/TVCG.2008.175;10.1109/TVCG.2012.252;10.1109/VAST.2012.6400485;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2012.277;10.1109/VAST.2012.6400491;10.1109/VAST.2007.4389004;10.1109/TVCG.2014.2346677;10.1109/TVCG.2009.111;10.1109/TVCG.2006.122;10.1109/VAST.2010.5652931;10.1109/VAST.2009.5333023;10.1109/VAST.2007.4389006;10.1109/VAST.2009.5333248;10.1109/VAST.2008.4677370;10.1109/VAST.2010.5652520,visual analytics;profiling system;musicians database visualization;digital humanities;musicology
10.1109/VAST.2015.7347631,DemographicVis: Analyzing demographic information based on user generated content,VAST,C,2015,Wenwen Dou;Isaac Cho;Omar ElTayeby;Jaegul Choo;Derek Xiaoyu Wang;William Ribarsky,"UNC Charlotte, USA;UNC Charlotte, USA;UNC Charlotte, USA;Korea University, South Korea;Taste Analytics, USA;UNC Charlotte, USA",10.1109/VAST.2014.7042493;10.1109/TVCG.2013.212;10.1109/TVCG.2014.2346433;10.1109/VAST.2011.6102461;10.1109/TVCG.2014.2346920,visual text analysis;user interface;social media;demographic analysis
10.1109/TVCG.2016.2598898,An Evaluation of Visual Search Support in Maps,InfoVis,J,2016,Rudolf Netzel;Marcel Hlawatsch;Michael Burch;Sanjeev Balakrishnan;Hansjörg Schmauder;Daniel Weiskopf,"VISUS, University of Stuttgart;VISUS, University of Stuttgart;VISUS, University of Stuttgart;VISUS, University of Stuttgart;VISUS, University of Stuttgart;VISUS, University of Stuttgart",10.1109/TVCG.2014.2346420;10.1109/TVCG.2010.191,visual search;laboratory study;eye tracking;map visualization
10.1109/TVCG.2016.2599049,GlyphLens: View-Dependent Occlusion Management in the Interactive Glyph Visualization,SciVis,J,2016,Xin Tong;Cheng Li;Han-Wei Shen,The Ohio State University;The Ohio State University;The Ohio State University,10.1109/TVCG.2013.121;10.1109/INFVIS.1996.559215;10.1109/TVCG.2010.199;10.1109/TVCG.2010.127;10.1109/VISUAL.2003.1250400;10.1109/VISUAL.1993.398849;10.1109/TVCG.2015.2467202;10.1109/TVCG.2006.167;10.1109/TVCG.2010.157,view-dependent visualization;focus + context techniques;manipulation and deformation;glyph-based techniques;human-computer interaction
10.1109/TVCG.2017.2743859,MyBrush: Brushing and Linking with Personal Agency,InfoVis,J,2017,Philipp Koytek;Charles Perin;Jo Vermeulen;Elisabeth André;Sheelagh Carpendale,"University of CalgaryAugsburg University;City, University of LondonUniversity of Calgary;University of Calgary;Augsburg University;University of Calgary",10.1109/TVCG.2011.185;10.1109/VISUAL.1991.175794;10.1109/INFVIS.2003.1249024;10.1109/TVCG.2011.201;10.1109/TVCG.2007.70521;10.1109/VAST.2009.5333443;10.1109/TVCG.2008.153;10.1109/INFVIS.2004.64;10.1109/INFVIS.1999.801858;10.1109/TVCG.2014.2346260;10.1109/VISUAL.2000.885739;10.1109/INFVIS.2002.1173157;10.1109/VAST.2007.4389011;10.1109/TVCG.2006.147;10.1109/TVCG.2008.116;10.1109/TVCG.2013.154;10.1109/TVCG.2010.138;10.1109/VISUAL.1995.485139;10.1109/TVCG.2011.183;10.1109/TVCG.2009.162;10.1109/VISUAL.1994.346302;10.1109/INFVIS.2004.12;10.1109/VISUAL.1996.567800,brushing;linking;personal agency;coordinated multiple views;interaction;design space;information visualization
10.1109/TVCG.2017.2743898,Imagining Replications: Graphical Prediction & Discrete Visualizations Improve Recall & Estimation of Effect Uncertainty,InfoVis,J,2017,Jessica Hullman;Matthew Kay 0001;Yea-Seul Kim;Samana Shrestha,University of Washington;University of Michigan;University of Washington;Vassar College,10.1109/TVCG.2012.199,graphical prediction;interactive uncertainty visualization;replication crisis;probability distribution
10.1109/TVCG.2017.2744320,Extracting and Retargeting Color Mappings from Bitmap Images of Visualizations,InfoVis,J,2017,Jorge Poco;Angela Mayhua;Jeffrey Heer,University of Washington;Universidad Católica San Pablo;University of Washington,10.1109/TVCG.2011.192;10.1109/TVCG.2011.185;10.1109/TVCG.2016.2598918;10.1109/TVCG.2012.229,visualization;color;chart understanding;information extraction;redesign;computer vision
10.1109/TVCG.2017.2745240,Data Through Others' Eyes: The Impact of Visualizing Others' Expectations on Visualization Interpretation,InfoVis,J,2017,Yea-Seul Kim;Katharina Reinecke;Jessica Hullman,University of Washington;University of Washington;University of Washington,10.1109/VAST.2007.4389011;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2011.255;10.1109/TVCG.2014.2346419;10.1109/TVCG.2007.70577;10.1109/INFVIS.2005.1532122;10.1109/TVCG.2007.70589,social influence;social visualization;data interpretation
10.1109/TVCG.2017.2745958,Active Reading of Visualizations,InfoVis,J,2017,Jagoda Walny;Samuel Huron;Charles Perin;Tiffany Wun;Richard Pusch;Sheelagh Carpendale,University of Calgary;University of Calgary;University of Calgary;University of Calgary;University of Calgary;University of Calgary,10.1109/INFVIS.2005.1532136;10.1109/TVCG.2011.185;10.1109/TVCG.2015.2467201;10.1109/TVCG.2014.2346984;10.1109/TVCG.2016.2598594;10.1109/INFVIS.2004.1;10.1109/TVCG.2014.2346435;10.1109/TVCG.2010.164;10.1109/TVCG.2008.141;10.1109/TVCG.2015.2467452;10.1109/TVCG.2015.2467671;10.1109/TVCG.2015.2467195;10.1109/TVCG.2014.2346573;10.1109/TVCG.2015.2467811;10.1109/TVCG.2014.2346422;10.1109/TVCG.2010.179;10.1109/TVCG.2013.164;10.1109/TVCG.2012.189,active reading of visualizations;active reading;information visualization;spectrum of physical engagement
